,step,loss,accuracy
0,100.0,1.8999417036771775,35.859375
1,200.0,0.810723896920681,54.875
2,300.0,0.40966641150414945,65.84895833333333
3,400.0,0.23221017226576804,72.61328125
4,500.0,0.21670957386493683,76.80625
5,600.0,0.17507392961531879,79.76302083333333
6,700.0,0.1379929331690073,82.06919642857143
7,800.0,0.1341429329290986,83.826171875
8,900.0,0.11479470927268266,85.22222222222223
9,1038.0,0.09118618808686733,97.421875
10,1138.0,0.11235321935266257,97.0234375
11,1238.0,0.092761255428195,97.0625
12,1338.0,0.07491366375237703,97.21484375
13,1438.0,0.09944825924932957,97.203125
14,1538.0,0.08488592304289341,97.24479166666667
15,1638.0,0.0720705858618021,97.33482142857143
16,1738.0,0.07770416799932718,97.373046875
17,1838.0,0.07293527338653803,97.421875
18,1976.0,0.05883605614304543,98.046875
19,2076.0,0.05931067880243063,98.1015625
20,2176.0,0.05825252193957567,98.17708333333333
21,2276.0,0.05165592778474092,98.234375
22,2376.0,0.054790829345583915,98.24375
23,2476.0,0.0584670165553689,98.23697916666667
24,2576.0,0.046683328375220295,98.29464285714286
25,2676.0,0.050507232956588266,98.3125
26,2776.0,0.04931716233491898,98.31770833333333
27,2914.0,0.03787295836955309,98.8125
28,3014.0,0.048077622018754484,98.703125
29,3114.0,0.028148014508187772,98.875
30,3214.0,0.0333015901222825,98.92578125
31,3314.0,0.032803678698837754,98.940625
32,3414.0,0.03462877716869116,98.92708333333333
33,3514.0,0.06782116536051035,98.8125
34,3614.0,0.04642051251605153,98.771484375
35,3714.0,0.04381121451035142,98.76388888888889
36,3852.0,0.023506511338055133,99.3125
37,3952.0,0.025860072523355485,99.234375
38,4052.0,0.033550242502242325,99.14583333333333
39,4152.0,0.023543911315500737,99.16015625
40,4252.0,0.03360712181776762,99.14375
41,4352.0,0.023400412239134312,99.1640625
42,4452.0,0.02728650737553835,99.15401785714286
43,4552.0,0.022679353915154934,99.16796875
44,4652.0,0.03499833943322301,99.13715277777777
45,4790.0,0.019209126457571984,99.375
46,4890.0,0.019070746041834355,99.3984375
47,4990.0,0.015519611593335867,99.45833333333333
48,5090.0,0.018713626712560653,99.42578125
49,5190.0,0.022484290562570095,99.425
50,5290.0,0.019243205934762954,99.41145833333333
51,5390.0,0.024476978704333307,99.38839285714286
52,5490.0,0.015913870073854922,99.40234375
53,5590.0,0.018903219141066074,99.40104166666667
54,5728.0,0.014778317864984274,99.5
55,5828.0,0.015337352268397808,99.46875
56,5928.0,0.024769060611724854,99.390625
57,6028.0,0.017671987004578112,99.40625
58,6128.0,0.013497458957135677,99.4375
