,step,loss,accuracy
59,6228.0,0.0153615702688694,99.42708333333333
60,6328.0,0.014061267226934434,99.43973214285714
61,6428.0,0.01229368519037962,99.466796875
62,6528.0,0.019435639716684817,99.45659722222223
63,6666.0,0.007423473857343197,99.828125
64,6766.0,0.006479154750704766,99.8046875
65,6866.0,0.009691410474479198,99.77604166666667
66,6966.0,0.006710043139755726,99.77734375
67,7066.0,0.017554927542805673,99.725
68,7166.0,0.012278686687350273,99.70572916666667
69,7266.0,0.015016846135258674,99.68303571428571
70,7366.0,0.010012690313160419,99.681640625
71,7466.0,0.013901214823126793,99.66840277777777
72,7604.0,0.006752122081816196,99.78125
73,7704.0,0.0081057059019804,99.765625
74,7804.0,0.010992525406181812,99.71354166666667
75,7904.0,0.0063385359197855,99.734375
76,8004.0,0.009288911409676075,99.715625
77,8104.0,0.006460635997354984,99.72395833333333
78,8204.0,0.009019426852464676,99.72321428571429
79,8304.0,0.007959633953869344,99.732421875
80,8404.0,0.01059810608625412,99.73263888888889
81,8542.0,0.01270095255225897,99.65625
82,8642.0,0.006576136909425259,99.703125
83,8742.0,0.006268030628561973,99.73958333333333
84,8842.0,0.006078485026955604,99.74609375
85,8942.0,0.00585518941283226,99.7625
86,9042.0,0.006784821189939976,99.765625
87,9142.0,0.008970568962395191,99.75892857142857
88,9242.0,0.009433697015047073,99.75
89,9342.0,0.008508712500333786,99.75
90,9480.0,0.003479851484298706,99.890625
91,9580.0,0.004343643337488174,99.8828125
92,9680.0,0.01037607129663229,99.79166666666667
93,9780.0,0.0036768148466944693,99.8203125
94,9880.0,0.004838777631521225,99.825
95,9980.0,0.005995661541819572,99.81770833333333
96,10080.0,0.009643151722848416,99.78794642857143
97,10180.0,0.010863347984850407,99.7734375
98,10280.0,0.010487711429595948,99.75520833333333
99,10418.0,0.0019895663857460023,99.984375
100,10518.0,0.002608683481812477,99.9609375
101,10618.0,0.0009166874736547471,99.96875
102,10718.0,0.002112141102552414,99.9609375
103,10818.0,0.002440420240163803,99.95
104,10918.0,0.0022538261115550994,99.94270833333333
105,11018.0,0.006912545189261436,99.921875
106,11118.0,0.0031297418475151064,99.921875
107,11218.0,0.0035634256899356844,99.91666666666667
108,11356.0,0.0010546376556158066,99.96875
109,11456.0,0.002178657352924347,99.953125
110,11556.0,0.0020913491025567055,99.94791666666667
111,11656.0,0.0031632997840642927,99.93359375
112,11756.0,0.0017590378969907761,99.934375
113,11856.0,0.007987211123108864,99.92708333333333
114,11956.0,0.0024847909063100814,99.92857142857143
115,12056.0,0.0008780039846897125,99.9375
116,12156.0,0.0009796295315027237,99.94097222222223
117,12294.0,0.003472726196050644,99.90625
118,12394.0,0.0007278014719486237,99.9453125
119,12494.0,0.0003509253263473511,99.95833333333333
120,12594.0,0.001774577796459198,99.953125
121,12694.0,0.0016725899279117584,99.95625
122,12794.0,0.0017860350012779236,99.94791666666667
123,12894.0,0.002558096721768379,99.94642857142857
124,12994.0,0.0021257124096155165,99.9453125
125,13094.0,0.0031416504830121994,99.93923611111111
126,13232.0,0.005461722277104854,99.859375
127,13332.0,0.003540881313383579,99.8828125
128,13432.0,0.0009639805555343628,99.91666666666667
129,13532.0,0.0017106006294488906,99.921875
130,13632.0,0.0038003012537956237,99.90625
131,13732.0,0.0009229372441768646,99.921875
132,13832.0,0.0014309344440698623,99.92633928571429
133,13932.0,0.0015332912653684616,99.931640625
134,14032.0,0.0013812518119812012,99.93402777777777
135,14170.0,0.00035723105072975157,100.0
136,14270.0,0.0004812568426132202,100.0
137,14370.0,0.007379350438714028,99.94270833333333
138,14470.0,0.002781080976128578,99.9296875
139,14570.0,0.0016419238597154618,99.93125
140,14670.0,0.00037898458540439604,99.94270833333333
141,14770.0,0.001390353962779045,99.94866071428571
142,14870.0,0.0007824880629777909,99.955078125
143,14970.0,0.0008942262455821037,99.95659722222223
144,15108.0,0.0014148494601249695,99.9375
145,15208.0,0.00027659691870212554,99.96875
146,15308.0,0.0007530279457569122,99.96354166666667
147,15408.0,0.0003459150344133377,99.97265625
148,15508.0,0.0003206393867731094,99.978125
149,15608.0,0.0002710248529911041,99.98177083333333
150,15708.0,0.0004136364161968231,99.98214285714286
151,15808.0,0.0008588115870952607,99.98046875
152,15908.0,0.0022009658068418503,99.97048611111111
153,16046.0,0.0015275107324123382,99.921875
154,16146.0,0.0015586355701088905,99.9296875
155,16246.0,0.018449658378958702,99.796875
156,16346.0,0.005407495610415936,99.7890625
157,16446.0,0.011847639046609402,99.75625
158,16546.0,0.0056974045932292935,99.765625
159,16646.0,0.004112282395362854,99.77901785714286
160,16746.0,0.0010480459779500962,99.806640625
161,16846.0,0.007333139106631279,99.80381944444444
162,16984.0,0.0011065436899662018,100.0
163,17084.0,0.0007411418110132217,100.0
164,17184.0,0.0012980835884809493,99.98958333333333
165,17284.0,0.004120331704616547,99.96875
166,17384.0,0.0014449996501207352,99.96875
167,17484.0,0.0012186725437641143,99.97135416666667
168,17584.0,0.021126389056444168,99.89955357142857
169,17684.0,0.009349874071776867,99.873046875
170,17784.0,0.0034139304235577582,99.88020833333333
171,17922.0,0.0021007395535707473,99.9375
172,18022.0,0.0011717350035905837,99.9609375
173,18122.0,0.001166829764842987,99.96354166666667
174,18222.0,0.001022053211927414,99.96875
175,18322.0,0.0005009352415800095,99.975
176,18422.0,0.001547747850418091,99.96875
177,18522.0,0.0006354459375143051,99.97098214285714
178,18622.0,0.0030483302474021913,99.96484375
179,18722.0,0.004088819772005081,99.94965277777777
